brand_name,model_name,condition_name,grade_name,gb_spec_name,colour_name,network_name,,,,,count
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA","Warranty Send-Off","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
Apple,"SMART KEYBOARD FOR IPAD PRO 12.9 INCH - MJYR2ZMA - FBA UK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,2
Apple,"UNIVERSAL DOCK - DIGITAL PLAYER DOCKING STATION","Brand New","Insurance Grade","Not Applicable",White,"Not Applicable",,,,,2
Apple,"USB POWER ADAPTER - MD812B/B",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,3
Apple,"USB POWER ADAPTER - MD812B/B","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,1
Apple,"USB POWER ADAPTER 12W - MD836B/B","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,1
Apple,"USB POWER ADAPTER 12W - MD836B/B",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,2
Apple,"USB POWER ADAPTER 5W - MD812B/C",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,11
Apple,"USB POWER ADAPTER 5W - MD812B/C","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,28
Apple,"USB POWER ADAPTER 5W - MD812B/C",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,7
Apple,"USB POWER ADAPTER 5W - MD812B/C",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,8
"APPLE BYTE","MINI SPEAKER","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,5
Archos,"55 HELIUM PLUS 4G","Power On Tested-Good LCD","Grade C - Acceptable Condition","Not Applicable",White,Damaged,,,,,1
Archos,"55B PLATINUM","Non-working - Need Repair - HardWare",Unknown,8GB,Black,Damaged,,,,,1
Archos,"55B PLATINUM","Non-working - Need Repair - HardWare",Unknown,8GB,Black,Unlocked,,,,,1
Archos,"70 PLATINUM 16GB WIFI",Working,"Grade C - Acceptable Condition",16GB,White,"Not Applicable",,,,,1
Archos,"70 PLATINUM 16GB WIFI","Brand New","Insurance Grade",16GB,White,Unknown,,,,,3
Archos,"70 PLATINUM 16GB WIFI",Working,"Grade B - Good Condition",16GB,White,Unknown,,,,,1
Archos,"70 PLATINUM 16GB WIFI","Brand New","Insurance Grade",16GB,White,"Not Applicable",,,,,2
Archos,"70 PLATINUM 16GB WIFI",Non-working,Unknown,16GB,White,Unknown,,,,,1
Archos,"70 PLATINUM 16GB WIFI",Non-working,"Grade D",16GB,White,Unknown,,,,,1
Archos,"70 PLATINUM 16GB WIFI",BER,"Grade D",16GB,White,Unknown,,,,,1
Archos,"70 PLATINUM 16GB WIFI",Working,"Grade B B2B",16GB,White,Unknown,,,,,1
Archos,"70 PLATINUM 16GB WIFI",Working,"Grade A - Very Good Condition",16GB,White,Unknown,,,,,1
Archos,"70 PLATINUM 16GB WIFI",Working,"Grade C - Acceptable Condition",16GB,Silver,"Not Applicable",,,,,2
Asus," ZENFONE 5",Working,"Grade A - Very Good Condition",8GB,Black,Unlocked,,,,,1
Asus," ZENFONE 5",Working,"Grade B - Good Condition",16GB,White,Unlocked,,,,,1
Asus," ZENFONE 5","Brand New","Insurance Grade",16GB,Red,Unlocked,,,,,1
Asus," ZENFONE 5",Non-working,Unknown,16GB,White,Unknown,,,,,1
Asus," ZENFONE 5","Brand New","Insurance Grade",16GB,Gold,Unlocked,,,,,1
Asus," ZENFONE 6",Working,"Grade B - Good Condition",16GB,Black,Unlocked,,,,,1
Asus," ZENFONE 6",Non-working,Unknown,16GB,Red,Damaged,,,,,1
Asus,"F551 15.6 Inch Laptop (Intel Core i3 - 1.8 GHz - 4 GB RAM - 500 GB HDD)",Working,"Grade A - Very Good Condition",4GB,Black,"Not Applicable",,,,,1
Asus,"GOOGLE NEXUS 7 16GB WIFI 2012",Working,"Grade C - Acceptable Condition",16GB,Black,"Not Applicable",,,,,2
Asus,"GOOGLE NEXUS 7 16GB WIFI 2012",Working,"Grade B - Good Condition",16GB,Black,"Not Applicable",,,,,1
Asus,"GOOGLE NEXUS 7 16GB WIFI 2012",Working,"Grade A - Very Good Condition",16GB,Black,"Not Applicable",,,,,1
Asus,"GOOGLE NEXUS 7 32GB WIFI 2012",Working,"Grade B B2B",32GB,Black,"Not Applicable",,,,,1
Asus,"GOOGLE NEXUS 7 32GB WIFI 2012",Working,"Grade B - Good Condition",32GB,Black,"Not Applicable",,,,,2
Asus,"google nexus 7 ME370T",Working,"Grade B - Good Condition",16GB,Black,"Not Applicable",,,,,1
Asus,"google nexus 7 ME370T","Non-working - Need Repair - HardWare","Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Asus,"NEXUS PLAYER (GOOGLE)",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,63
Asus,"NEXUS PLAYER (GOOGLE)",Non-working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
Asus,UL30A,Working,"Grade B - Good Condition",3GB,Black,"Not Applicable",,,,,1
Asus,"X551 15.6 inch Notebook Laptop (Intel Core i3 - 1.8 GHz - 4 GB RAM - 500 GB HDD)",Working,"Grade B - Good Condition",4GB,Black,"Not Applicable",,,,,1
Asus,"ZENFONE GO X0104D",Working,"Grade B B2B",8GB,Black,Unlocked,,,,,1
Asus,"ZENPAD 10\" Z300""",Working,"Grade B - Good Condition",16GB,Grey,"Not Applicable",,,,,1
AZTEL,SW1600,Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
BEATS,IBEATS,Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,5
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,9
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,2
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,4
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Grade A - Very Good Condition","Not Applicable",Silver,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER","Warranty Send-Off","Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,12
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",BER-Scrap,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",BER-Scrap,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,6
BEATS,"PILL 2.0 PORTABLE WIRELESS SPEAKER",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,2
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,6
BEATS,"PILL PORTABLE WIRELESS SPEAKER","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL PORTABLE WIRELESS SPEAKER","Brand New","Insurance Grade","Not Applicable",White,"Not Applicable",,,,,2
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,3
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Grade D","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,3
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",,,,,1
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,1
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Grade B - Good Condition","Not Applicable",Red,"Not Applicable",,,,,2
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"PILL PORTABLE WIRELESS SPEAKER",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"POWER BEATS 3 WIRELESS",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,7
BEATS,"POWER BEATS 3 WIRELESS","Warranty Send-Off",Unknown,"Not Applicable",Black,"Not Applicable",,,,,2
BEATS,"POWER BEATS 3 WIRELESS","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,5
BEATS,"POWER BEATS 3 WIRELESS",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,43
BEATS,"POWER BEATS 3 WIRELESS","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,25
BEATS,"SOLO HD","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"SOLO HD",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,12
BEATS,"SOLO HD",Working,"Grade B - Good Condition","Not Applicable",Red,"Not Applicable",,,,,1
BEATS,"SOLO HD",Working,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",,,,,3
BEATS,"SOLO HD",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
BEATS,"SOLO HD","Brand New","Insurance Grade","Not Applicable",Purple,"Not Applicable",,,,,1
BEATS,"SOLO HD",Working,"Grade A - Very Good Condition","Not Applicable",Purple,"Not Applicable",,,,,1
BEATS,"SOLO HD",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,2
BEATS,"SOLO HD",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"SOLO HD",Working,"Grade A - Very Good Condition","Not Applicable",Blue,"Not Applicable",,,,,2
BEATS,"SOLO HD",Working,"Grade A - Very Good Condition","Not Applicable",Red,"Not Applicable",,,,,1
BEATS,"SOLO HD","Brand New","Brand New","Not Applicable",Blue,"Not Applicable",,,,,3
BEATS,"SOLO HD MONSTER",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,8
BEATS,"SOLO HD MONSTER",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,6
BEATS,"SOLO HD MONSTER",Working,"Grade C - Acceptable Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,SOLO2,Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,4
BEATS,SOLO2,Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,1
BEATS,SOLO2,Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,STUDIO,Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
BEATS,STUDIO,Working,"Grade A - Very Good Condition","Not Applicable",Purple,"Not Applicable",,,,,1
BEATS,"URBEATS IN-EAR HEADPHONES",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,3
BEATS,"URBEATS IN-EAR HEADPHONES",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,5
BEATS,"URBEATS IN-EAR HEADPHONES","Brand New","Insurance Grade","Not Applicable",White,"Not Applicable",,,,,4
BEATS,"URBEATS IN-EAR HEADPHONES","Brand New","Insurance Grade","Not Applicable",Red,"Not Applicable",,,,,2
BEATS,"URBEATS IN-EAR HEADPHONES",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,1
BEATS,"URBEATS IN-EAR HEADPHONES",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
BEATS,"URBEATS IN-EAR HEADPHONES","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,9
BEATS,"URBEATS IN-EAR HEADPHONES","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,2
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,1
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144",Working,"Grade B - Good Condition","Not Applicable",Gold,"Not Applicable",,,,,1
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,5
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,5
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Insurance Grade","Not Applicable",Gold,"Not Applicable",,,,,8
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,5
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Insurance Grade","Not Applicable",Grey,"Not Applicable",,,,,3
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,18
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade B - Good Condition","Not Applicable",Gold,"Not Applicable",,,,,3
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade B - Good Condition","Not Applicable","ROSE GOLD","Not Applicable",,,,,7
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Insurance Grade","Not Applicable",Gold,"Not Applicable",,,,,1
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Brand New","Not Applicable","Metallic Grey","Not Applicable",,,,,1
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,20
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,5
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,4
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Brand New","Not Applicable","ROSE GOLD","Not Applicable",,,,,3
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Brand New","Not Applicable",Gold,"Not Applicable",,,,,7
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Insurance Grade","Not Applicable","ROSE GOLD","Not Applicable",,,,,5
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade A - Very Good Condition","Not Applicable","ROSE GOLD","Not Applicable",,,,,4
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Grade A - Very Good Condition","Not Applicable",Gold,"Not Applicable",,,,,5
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ","Brand New","Brand New","Not Applicable",Grey,"Not Applicable",,,,,13
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 ",Working,"Insurance Grade","Not Applicable",Grey,"Not Applicable",,,,,1
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 - FBA UK","Brand New","Brand New","Not Applicable",Gold,"Not Applicable",,,,,9
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 - FBA UK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,3
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 - FBA UK","Brand New","Brand New","Not Applicable","ROSE GOLD","Not Applicable",,,,,2
BELKIN,"1.2 M LIGHTNING TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F8J144BT04 - FBA UK","Brand New","Brand New","Not Applicable",Grey,"Not Applicable",,,,,3
BELKIN,"1.2 M MICRO TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F2CU021 - DO NOT USE",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",,,,,6
BELKIN,"1.2 M MICRO TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F2CU021 - DO NOT USE",Working,"Grade A - Very Good Condition","Not Applicable",Gold,"Not Applicable",,,,,6
BELKIN,"1.2 M MICRO TO USB BRAIDED CABLE WITH ALUMINIUM CONNECTOR - F2CU021 - DO NOT USE",Working,"Grade B - Good Condition","Not Applicable",Grey,"Not Applicable",,,,,4
BELKIN,"2-IN-1 USB TO LIGHTNING AND MICRO-USB CHARGE AND SYNC CABLE - F8J080BT03",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,3
BELKIN,"2-IN-1 USB TO LIGHTNING AND MICRO-USB CHARGE AND SYNC CABLE - F8J080BT03",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,2
BELKIN,"2-IN-1 USB TO LIGHTNING AND MICRO-USB CHARGE AND SYNC CABLE - F8J080BT03","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,11
BELKIN,"2-IN-1 USB TO LIGHTNING AND MICRO-USB CHARGE AND SYNC CABLE - F8J080BT03","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,6
BELKIN,"2-IN-1 USB TO LIGHTNING AND MICRO-USB CHARGE AND SYNC CABLE - F8J080BT03 - FBA UK","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,5
BELKIN,"2.1 A AC WALL CHARGER WITH 1.2 M LIGHTNING CABLE - F8J052",Working,"Grade A - Very Good Condition","Not Applicable",Green,"Not Applicable",,,,,3
BELKIN,"2.1 A AC WALL CHARGER WITH 1.2 M LIGHTNING CABLE - F8J052",Working,"Insurance Grade","Not Applicable",Green,"Not Applicable",,,,,1
BELKIN,"2.1 A AC WALL CHARGER WITH 1.2 M LIGHTNING CABLE - F8J052",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,11
BELKIN,"2.1 A AC WALL CHARGER WITH 1.2 M LIGHTNING CABLE - F8J052",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,9
BELKIN,"2.1 A AC WALL CHARGER WITH 1.2 M LIGHTNING CABLE - F8J052","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,11
BELKIN,"2.1 A AC WALL CHARGER WITH 1.2 M LIGHTNING CABLE - F8J052",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,1
BELKIN,"BOOST UP WIRELESS CHARGING PAD 7.5W - F7U027  ","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,1
BELKIN,"BOOST UP WIRELESS CHARGING PAD 7.5W - F7U027  ",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,2
BELKIN,"BOOST UP WIRELESS CHARGING PAD 7.5W - F7U027  ",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,10
BELKIN,"BOOST UP WIRELESS CHARGING PAD 7.5W - F7U027  ",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,5
BELKIN,"CLASSIC COVER FOR IPAD MINI","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,11
BELKIN,"CLASSIC COVER FOR IPAD MINI",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",,,,,1
BELKIN,"COILED LIGHTNING CAR CHARGER - 3.4A",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
BELKIN,"DIGITAL OPTICAL AUDIO CABLE - 2M","Brand New","Brand New","Not Applicable",Black,"Not Applicable",,,,,4
BELKIN,"HIGH SPEED HDMI CABLE WITH MINI CONNECTOR.9M  - AV10100BF0.9M",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",,,,,1
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8J125UK04","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,1
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8J125UK04",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,3
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8J125UK04",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,7
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8J125UK04",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8J125UK04",Working,"Grade C - Acceptable Condition","Not Applicable",Green,"Not Applicable",,,,,1
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8J125UK04","Brand New","Brand New","Not Applicable",Green,"Not Applicable",,,,,4
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8J125UK04",Working,"Insurance Grade","Not Applicable",Green,"Not Applicable",,,,,2
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8JO52UK04",Working,"Grade A - Very Good Condition","Not Applicable",White,"Not Applicable",,,,,14
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8JO52UK04",Working,"Grade C - Acceptable Condition","Not Applicable",White,"Not Applicable",,,,,1
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8JO52UK04",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",,,,,4
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8JO52UK04",Working,"Grade B - Good Condition","Not Applicable",White,"Not Applicable",,,,,1
BELKIN,"HOME CHARGER + CHARGE/SYNC CABLE - F8JO52UK04","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,8
BELKIN,"LIGHTNING AUDIO + CHARGE ROCKSTAR - F8J198BTWHT","Brand New","Brand New","Not Applicable",White,"Not Applicable",,,,,20
